mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
6.443446779251099,1.7788157552888069,0.009001970291137695,0.0008950555706167627,5000,{'MLP__max_iter': 5000},0.6409217194039112,0.6689761285076463,0.6577998748537693,0.6483141533132011,0.6525277999242565,0.6537074516138686,0.009421978372330825,1,0.6554673329979694,0.6752918897861757,0.6677808424169847,0.6587211863635325,0.6669743712345134,0.6648471245598352,0.007038929010050146
