,train,test
0.1,0.00851710520000779,0.002662742199981949
0.2,0.752648476799959,0.028018800399968312
0.3,2.6529996477999704,0.05687924620010563
0.4,3.4624012654000125,0.05002868399997169
0.5,4.345690775000048,0.04237906640005349
0.6,5.155787025999961,0.037639965599919376
0.7,5.79630639840002,0.029475667200040336
0.8,6.634620978199973,0.022995768399960072
0.9,1.1786864127999253,0.0026966259999881004
