param_Boost__n_estimators,train acc,test acc
1,0.9997757847533632,0.9150522823543351
5,0.9997757847533632,0.9258716194200065
10,0.9997757847533632,0.9258716194200065
20,0.9997757847533632,0.9258716194200065
50,0.9997757847533632,0.9258716194200065
100,0.9997757847533632,0.9258716194200065
200,0.9997757847533632,0.9258716194200065
500,0.9997757847533632,0.9258716194200065
