,train,test
0.1,0.012185918400001583,0.08518125700001064
0.2,0.022606804799994506,0.07060227560000384
0.3,0.03541260259999603,0.05998324679999882
0.4,0.047431212399988,0.04940115140000216
0.5,0.05480843379999101,0.039514466400004264
0.6,0.0666146498000046,0.030761398999993618
0.7,0.07799408100000278,0.024875759200000402
0.8,0.09247468519999984,0.016641143399994007
0.9,0.10233636060000321,0.008291568399988592
