mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2796638965606689,0.04291582834516439,0.0032009124755859376,0.0007491825398787693,5000,{'MLP__max_iter': 5000},0.6052351178019238,0.6814945301424067,0.6745502746264506,0.6619245616103357,0.6428352064967934,0.6532063714652198,0.027353421067315763,1,0.6109662055852096,0.6765737022231703,0.6778352959042484,0.653148872038281,0.6517800580551011,0.6540608267612021,0.02422905233891509
