mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__max_depth,param_Boost__learning_rate,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.12682762145996093,0.01802222169409527,0.006800508499145508,0.0024836031850659487,1,0.01,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 1}",0.6883659739630473,0.6937869733051603,0.6784429571993845,0.6940386260515758,0.6847995899161323,0.6878869726863953,0.0058583566214431455,296,0.6877679085592537,0.6864122291601984,0.6902492577362447,0.6863495336954937,0.6886584949854806,0.6878874848273343,0.0014648139396156988
0.4232951641082764,0.039452220107791654,0.005801630020141601,0.0007483798007377633,1,0.01,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 5}",0.6883659739630473,0.6937869733051603,0.6784429571993845,0.6940386260515758,0.6847995899161323,0.6878869726863953,0.0058583566214431455,296,0.6877679085592537,0.6864122291601984,0.6902492577362447,0.6863495336954937,0.6886584949854806,0.6878874848273343,0.0014648139396156988
0.803180456161499,0.07966015279699244,0.011804294586181641,0.0058466438299663685,1,0.01,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 10}",0.6883659739630473,0.6937869733051603,0.6784429571993845,0.6940386260515758,0.6847995899161323,0.6878869726863953,0.0058583566214431455,296,0.6877679085592537,0.6864122291601984,0.6902492577362447,0.6863495336954937,0.6886584949854806,0.6878874848273343,0.0014648139396156988
1.5127411842346192,0.07372003955386118,0.01420297622680664,0.0014703077848801374,1,0.01,20,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 20}",0.6883659739630473,0.6937869733051603,0.6784429571993845,0.6940386260515758,0.6847995899161323,0.6878869726863953,0.0058583566214431455,296,0.6877679085592537,0.6864122291601984,0.6902492577362447,0.6863495336954937,0.6886584949854806,0.6878874848273343,0.0014648139396156988
2.895557975769043,0.11278491989880474,0.031008100509643553,0.009360607680642412,1,0.01,50,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 50}",0.6883659739630473,0.6937869733051603,0.6784429571993845,0.6940386260515758,0.6847995899161323,0.6878869726863953,0.0058583566214431455,296,0.6877679085592537,0.6864122291601984,0.6902492577362447,0.6863495336954937,0.6886584949854806,0.6878874848273343,0.0014648139396156988
2.8631824970245363,0.21347795214618548,0.02541241645812988,0.006853077605362883,1,0.01,100,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 100}",0.6883659739630473,0.6937869733051603,0.6784429571993845,0.6940386260515758,0.6847995899161323,0.6878869726863953,0.0058583566214431455,296,0.6877679085592537,0.6864122291601984,0.6902492577362447,0.6863495336954937,0.6886584949854806,0.6878874848273343,0.0014648139396156988
2.8904755115509033,0.16404489666196106,0.022213077545166014,0.0054228023216784165,1,0.01,200,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 200}",0.6883659739630473,0.6937869733051603,0.6784429571993845,0.6940386260515758,0.6847995899161323,0.6878869726863953,0.0058583566214431455,296,0.6877679085592537,0.6864122291601984,0.6902492577362447,0.6863495336954937,0.6886584949854806,0.6878874848273343,0.0014648139396156988
2.8979656219482424,0.03483999358886867,0.024107885360717774,0.006237116463453084,1,0.01,500,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 500}",0.6883659739630473,0.6937869733051603,0.6784429571993845,0.6940386260515758,0.6847995899161323,0.6878869726863953,0.0058583566214431455,296,0.6877679085592537,0.6864122291601984,0.6902492577362447,0.6863495336954937,0.6886584949854806,0.6878874848273343,0.0014648139396156988
0.13016161918640137,0.019728710278615204,0.0050011157989501955,0.0006318824005947677,1,0.1,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.1, 'Boost__n_estimators': 1}",0.6883659739630473,0.6937869733051603,0.6784429571993845,0.6940386260515758,0.6847995899161323,0.6878869726863953,0.0058583566214431455,296,0.6877679085592537,0.6864122291601984,0.6902492577362447,0.6863495336954937,0.6886584949854806,0.6878874848273343,0.0014648139396156988
0.41770205497741697,0.03348303465409284,0.00660099983215332,0.001358245401916239,1,0.1,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.1, 'Boost__n_estimators': 5}",0.6805860908256182,0.6937869733051603,0.6784429571993845,0.6848544343783345,0.6847995899161323,0.6844938335624638,0.005262559949304721,368,0.6813156389749451,0.6864122291601984,0.6902492577362447,0.6802484217442264,0.6886584949854806,0.6853768085202191,0.003959186086062691
0.47427916526794434,0.024888333048527878,0.006607770919799805,0.0010121360279361118,1,0.1,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.1, 'Boost__n_estimators': 10}",0.6805860908256182,0.6937869733051603,0.6784429571993845,0.6848544343783345,0.6847995899161323,0.6844938335624638,0.005262559949304721,368,0.6813156389749451,0.6864122291601984,0.6902492577362447,0.6802484217442264,0.6886584949854806,0.6853768085202191,0.003959186086062691
