mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.02580547332763672,0.013245900431856805,0.8399897575378418,0.10902020482040702,euclidean,20,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 20, 'KNN__weights': 'uniform'}",0.8920596876449667,0.879905674965208,0.8707669707747023,0.8502474099273232,0.8871501468996442,0.8760259780423689,0.014751750784921221,12,0.8801646822328746,0.8834621926704808,0.8909405443018401,0.8893671717952683,0.8815215710530384,0.8850912324107003,0.004293372952785784
0.060413360595703125,0.032086661003105484,1.1761834144592285,0.33341537260570925,euclidean,40,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",0.8908535642492654,0.8627493428173804,0.8502474099273235,0.8389516004329671,0.8666305860522653,0.8618865006958403,0.017457489494710474,14,0.8627706046080097,0.8621888047007885,0.8739775011597339,0.8707244471934438,0.8620380392763259,0.8663398793876602,0.00502065081496192
0.019204139709472656,0.0014697430989829819,1.0778148174285889,0.18993674722384848,euclidean,60,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 60, 'KNN__weights': 'uniform'}",0.8811117983609091,0.8586980052574609,0.8485232719962889,0.8349002628730476,0.8614581722591618,0.8569383021493736,0.01526022023136824,16,0.8539991495283747,0.8560035565177052,0.8676627493428172,0.8662845987320241,0.8543663986392454,0.8596632905520334,0.0060227281797127835
0.04200954437255859,0.01830205212144354,1.0152396202087401,0.2068784600826235,chebyshev,1,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 1, 'KNN__weights': 'uniform'}",0.8900649451059225,0.8903278181537034,0.897139322715324,0.8788619143343125,0.8912788000618523,0.889534560074223,0.005927743613114067,7,1.0,0.9995689655172414,1.0,0.9997197309417042,0.9997197309417041,0.9998016854801299,0.00017102571236314514
0.01960463523864746,0.0024175351675325,0.9156060695648194,0.25784608478170107,chebyshev,3,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 3, 'KNN__weights': 'uniform'}",0.8990335549713933,0.8794649760321632,0.8873975568269677,0.875498685634761,0.8934359053657026,0.8869661357661975,0.00866529236608627,8,0.9328997216638316,0.936585743002938,0.9375985773929179,0.9421679294881709,0.9334583268903663,0.9365420596876449,0.0033330041449355454
0.031406831741333005,0.027316175335236382,0.39428911209106443,0.05437940580751829,chebyshev,5,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 5, 'KNN__weights': 'uniform'}",0.8819622699860832,0.8852404515231174,0.87894696149683,0.8663599814442552,0.887745477037266,0.8800510282975103,0.007462589725473704,11,0.9123144425545074,0.9234150301530848,0.9198797742384413,0.9207843667852174,0.9152234420906139,0.918323411164373,0.004003015476485484
0.02120485305786133,0.003655484263490005,0.5665278911590577,0.14302659860124,chebyshev,10,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}",0.8727385186330601,0.8616205350239678,0.8730864388433587,0.8343745167774855,0.864728622235967,0.8613097263027679,0.014188722395104745,15,0.8919243853409616,0.8879387660429873,0.8840594556981598,0.8852868408844905,0.8814094634297199,0.8861237822792638,0.003581281315084319
0.04721035957336426,0.03410432250329287,0.7571712493896484,0.07354173070295571,chebyshev,20,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 20, 'KNN__weights': 'uniform'}",0.8551492191124168,0.8598113499304157,0.8543760630895314,0.8337714550796349,0.8755914643575073,0.8557399103139013,0.013382696583454576,17,0.8738615277563011,0.8729801298902119,0.8678270449976805,0.872827431575692,0.8658458326890366,0.8706683933817845,0.0032103592015833566
0.03860840797424316,0.03625432410326696,0.7581713676452637,0.10313352513222643,chebyshev,40,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",0.8445415184784291,0.8603293644657491,0.856100201020566,0.8293721973094169,0.8659347456316684,0.851255605381166,0.013001868181922666,18,0.8597649605690428,0.8598519406216173,0.8604975259007268,0.8643130508736665,0.8472011751971548,0.8583257306324417,0.005808978081083904
0.03800835609436035,0.026152033570735422,0.8511916637420655,0.1054523507670707,chebyshev,60,uniform,"{'KNN__metric': 'chebyshev', 'KNN__n_neighbors': 60, 'KNN__weights': 'uniform'}",0.8463507035719806,0.8461032936446574,0.8504097726921295,0.8260940157723827,0.850587598577393,0.8439090768517087,0.009110589755727339,19,0.8500869800525745,0.8488364001855574,0.8535565177052729,0.8591812277717643,0.839030848925313,0.8501383949280965,0.006611078598252261
