,0,1,2,3,4
959,0.7712038850473639,0.7527881970492623,0.7527881970492623,0.7527881970492623,0.7527881970492623
1007,0.7678286625655046,0.7508612899582063,0.7508612899582063,0.7508612899582063,0.7508612899582063
1055,0.7707574965039447,0.747359486986043,0.747359486986043,0.747359486986043,0.747359486986043
1103,0.7832922800226771,0.7416951112603287,0.7416951112603287,0.7416951112603287,0.7416951112603287
1151,0.7729467946118845,0.7443799040791771,0.7443799040791771,0.7443799040791771,0.7443799040791771
1199,0.7779473428399607,0.7373070642360293,0.7373070642360293,0.7373070642360293,0.7373070642360293
1247,0.7734561583077448,0.7446038098402815,0.7446038098402815,0.7446038098402815,0.7446038098402815
1295,0.767716727887261,0.7231060783304477,0.7231060783304477,0.7231060783304477,0.7231060783304477
1343,0.7843673178936472,0.7381849919221556,0.7381849919221556,0.7381849919221556,0.7381849919221556
1391,0.7817588986504845,0.7223620979053137,0.7223620979053137,0.7223620979053137,0.7223620979053137
1439,0.7760301102605281,0.7330332035474799,0.7330332035474799,0.7330332035474799,0.7330332035474799
1487,0.7775296434296148,0.7343092464275744,0.7343092464275744,0.7343092464275744,0.7343092464275744
1535,0.779331774520343,0.7267108862014086,0.7267108862014086,0.7267108862014086,0.7267108862014086
1583,0.765929079994416,0.7292679750887922,0.7292679750887922,0.7292679750887922,0.7292679750887922
1631,0.7655842136612883,0.7070732484076432,0.7070732484076432,0.7070732484076432,0.7070732484076432
1679,0.7528365751334859,0.720976952226118,0.720976952226118,0.720976952226118,0.720976952226118
1727,0.7650522682445758,0.7144374932998455,0.7144374932998455,0.7144374932998455,0.7144374932998455
1775,0.7671942978802185,0.7274640270854885,0.7274640270854885,0.7274640270854885,0.7274640270854885
1823,0.7654212779138857,0.7131426493800102,0.7131426493800102,0.7131426493800102,0.7131426493800102
1871,0.7697513872211761,0.7265788793709668,0.7265788793709668,0.7265788793709668,0.7265788793709668
1919,0.7664257408986261,0.7308369906445719,0.7308369906445719,0.7308369906445719,0.7308369906445719
2829,0.7645892854801372,0.7340702836290395,0.7340702836290395,0.7340702836290395,0.7340702836290395
3738,0.7394230089329907,0.7259013482448224,0.7259013482448224,0.7259013482448224,0.7259013482448224
4648,0.7266526381007791,0.7188258784557218,0.7188258784557218,0.7188258784557218,0.7188258784557218
5557,0.7136723223041079,0.7201448142134931,0.7226249247828394,0.7226249247828394,0.7226249247828394
6467,0.7104547467874905,0.7086007996096865,0.7249067724496947,0.7249067724496947,0.7249067724496947
7376,0.7137461962034489,0.7123178317842136,0.7278136527435831,0.7278136527435831,0.7278136527435831
8285,0.7163177064448943,0.7159285132021432,0.7230658750071278,0.7230658750071278,0.7230658750071278
9195,0.7152822491132425,0.7107850890722258,0.7190863095032384,0.7190863095032384,0.7190863095032384
10104,0.7127068843167443,0.7090247819811597,0.7145647590758545,0.7168848316540662,0.7168848316540662
11014,0.7142940240907045,0.7077249299947241,0.712335857195035,0.7103583038458242,0.7103583038458242
11923,0.7124804872245726,0.7093639353340614,0.7130216636366428,0.7082819159639683,0.7082819159639683
12833,0.7148035018717344,0.7093094733562905,0.7149673697979095,0.7127668412537278,0.7127668412537278
13742,0.7155272971719245,0.7091058427994481,0.7155080551065686,0.7127030888394689,0.7127030888394689
14651,0.7112059959428616,0.7103362015326175,0.7132241316260589,0.7085981710112653,0.7097257194953919
15561,0.7095508709648687,0.7114307487787752,0.7189908181135706,0.7099894548994159,0.710461904296557
16470,0.7127372121771998,0.7108705938080889,0.7178145641779673,0.7104668341005751,0.7079111927279309
17380,0.7122597436785524,0.7117631262781126,0.7135347216651143,0.7107304041969887,0.7123884766942182
18289,0.7121861393852277,0.711890465179728,0.7143417134266619,0.7113511536167494,0.706293147372943
19199,0.7109407194301886,0.710897633592239,0.7125839339209384,0.7109100349436225,0.7083118327203853
