,train,test
0.1,0.058270620200005396,0.011551842199997964
0.2,0.05573875260000705,0.010742749200005619
0.3,0.105286694199998,0.009358528999996452
0.4,0.17417063119999626,0.007953124799996658
0.5,0.1413221711999995,0.00619846300000404
0.6,0.19467817459999992,0.0053903124000157735
0.7,0.3017590708000057,0.004092158800006018
0.8,0.2681116657999894,0.002531646400007048
0.9,0.45614296599999304,0.0014775516000042899
