mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
4.511614513397217,0.6120169776970011,0.0022006511688232424,0.00040004282871828624,5000,{'MLP__max_iter': 5000},0.9524045152311736,0.9401654553888974,0.9506803773001392,0.9200788619143342,0.9339570125251275,0.9394572444719345,0.011831030008523051,1,0.9908187722282357,0.9861199164991497,0.9861199164991494,0.98913715787846,0.9920248956239368,0.9888441317457863,0.002406035145957806
