,train,test
0.1,0.002797665599973698,0.6726013839999723
0.2,0.005371125000056054,1.0386470343999463
0.3,0.010664335399906123,1.4310967928000538
0.4,0.01831434120013,1.5083183258000645
0.5,0.017321968600117543,1.5484862776000228
0.6,0.021159032599916826,1.367960633200073
0.7,0.028508914400026696,0.9642282130000239
0.8,0.031109325400029773,0.7537304104000213
0.9,0.03604379520002112,0.4568693197999892
