param_Boost__n_estimators,train acc,test acc
1,0.9671702489562394,0.9217393880150478
5,0.9826503788464512,0.940808377025386
10,0.9904128653162207,0.9437113066145324
20,0.9997757847533632,0.9495690038212032
50,0.9997757847533632,0.9527385289848634
100,0.9997757847533632,0.9527385289848634
200,0.9997757847533632,0.9527385289848634
500,0.9997757847533632,0.9527385289848634
