param_Boost__n_estimators,train acc,test acc
1,0.999598737360227,0.6156122063430656
5,0.999598737360227,0.6264432385953974
10,0.999598737360227,0.6264432385953974
20,0.999598737360227,0.6264432385953974
50,0.999598737360227,0.6264432385953974
100,0.999598737360227,0.6264432385953974
200,0.999598737360227,0.6264432385953974
500,0.999598737360227,0.6264432385953974
