mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.06141438484191895,0.013809845799479276,0.004200172424316406,0.004957966630875132,50,{'SVM__max_iter': 50},0.9287845987320241,0.9179217566104839,0.9036956857893922,0.9049018091850933,0.9070589144889439,0.9124725529611875,0.009585757120062419,2,0.9185035565177052,0.9266719498994896,0.9192573836400185,0.9265211844750272,0.9142338023813205,0.9210375753827122,0.0048517585714061215
0.08181724548339844,0.00801226598050767,0.0010000705718994141,5.56082906231432e-07,100,{'SVM__max_iter': 100},0.9317999072212773,0.9048167620225761,0.915331683933818,0.907143961651461,0.913352404515231,0.9144889438688726,0.009478093164235691,1,0.9228139013452915,0.919904901809185,0.9264767280037111,0.9244529921138086,0.9218435905365704,0.9230984227617134,0.0022406220949389094
