,train,test
0.1,0.02463863259995378,0.006701886399969226
0.2,0.08426968260000649,0.0061549860000013725
0.3,0.07331731220001529,0.0050360085999272995
0.4,0.08475402940002823,0.0043853509999735255
0.5,0.12412420099999508,0.0038187640000160172
0.6,0.21142052420000254,0.0032977060000575877
0.7,0.19004549279993627,0.0023133185999995474
0.8,0.2635227379999378,0.0012153032000242093
0.9,0.26785080419999757,0.0005122965999817097
