mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.5539491176605225,0.1877152530156463,0.0042002201080322266,0.0007476926913315849,5000,{'MLP__max_iter': 5000},0.9614581722591617,0.943528684088449,0.9420596876449668,0.9239601051492189,0.9309417040358743,0.9403896706355342,0.012772774310004727,1,0.9767859904128653,0.9807097572290087,0.9872409927323335,0.98851283438998,0.9866804546157415,0.9839860058759857,0.004492687340718748
