mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2596578121185303,0.03983244609594834,0.0058023929595947266,0.0036009551464009685,relu,3,"(2, 2)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 3, 'MLP__hidden_layer_sizes': (2, 2), 'MLP__learning_rate_init': 1e-06}",0.5265028515535086,0.5181817220000423,0.5169567096819049,0.5265278268991846,0.5255542208835159,0.5227447057299092,0.004257982103248257,379,0.5219757222011622,0.5236698723735125,0.5243253993979817,0.5217123456495212,0.5224928961341897,0.5228352471512735,0.0010033990354158064
1.8754230976104735,0.09926183657645639,0.006200838088989258,0.004401302389307029,relu,3,"(2, 2)",0.0001,"{'MLP__activation': 'relu', 'MLP__alpha': 3, 'MLP__hidden_layer_sizes': (2, 2), 'MLP__learning_rate_init': 0.0001}",0.5132214571405689,0.5128131300765085,0.5142255594550396,0.5094690958335978,0.5141746709167735,0.512780742967257,0.0017431265084597157,384,0.5133956956743961,0.5104849602453436,0.5123393854861865,0.5145692906606937,0.5159393343335796,0.5133457332800399,0.0018667144167099313
0.7565706253051758,0.0742417089982085,0.004200506210327149,0.0007487641422455662,relu,3,"(2, 2)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 3, 'MLP__hidden_layer_sizes': (2, 2), 'MLP__learning_rate_init': 0.001}",0.5875255425960092,0.5935460516968801,0.5953703451799053,0.5988693007832219,0.6027683182476731,0.5956152765850856,0.005129193544677138,310,0.5968110275304647,0.590503859743183,0.5937696533511619,0.5920865993880741,0.6076670176723223,0.5961676315370412,0.006117732808915564
0.3886884689331055,0.051062536358849005,0.004000806808471679,9.488939639154624e-07,relu,3,"(2, 2)",0.01,"{'MLP__activation': 'relu', 'MLP__alpha': 3, 'MLP__hidden_layer_sizes': (2, 2), 'MLP__learning_rate_init': 0.01}",0.6118319953218707,0.6299102514109178,0.6319431219450263,0.6278237251861324,0.6392956360762859,0.6281598016696819,0.009034647844961727,258,0.6206228347634178,0.6242527189542066,0.629131903148191,0.6236278428708517,0.6463149034583313,0.6287900406389998,0.00917797921652132
0.22765145301818848,0.01759447314239902,0.004000377655029297,1.049041748046875e-06,relu,3,"(2, 2)",0.1,"{'MLP__activation': 'relu', 'MLP__alpha': 3, 'MLP__hidden_layer_sizes': (2, 2), 'MLP__learning_rate_init': 0.1}",0.6189163038950664,0.6313974964708158,0.6423379673712943,0.6291877888716586,0.6453828500021936,0.6334433785494513,0.00953950241439821,249,0.6303532342661418,0.6255198869651869,0.6517179935164874,0.6295310739839394,0.6525076674647732,0.6379259712393057,0.011701088116201056
0.24805660247802735,0.041999707348901134,0.004801416397094726,0.0007511074770367278,relu,3,"(2, 2)",0.5,"{'MLP__activation': 'relu', 'MLP__alpha': 3, 'MLP__hidden_layer_sizes': (2, 2), 'MLP__learning_rate_init': 0.5}",0.4999999999999999,0.5242304564814563,0.5858256779509874,0.6103984728532433,0.5,0.5440909214571374,0.04565290363312583,351,0.5,0.5242545077787176,0.5812038776361521,0.6054103186294845,0.4999999999999999,0.5421737408088709,0.04336026774648745
0.2190486431121826,0.021433669896740518,0.004401111602783203,0.00049015500550994,relu,3,"(4, 4)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 3, 'MLP__hidden_layer_sizes': (4, 4), 'MLP__learning_rate_init': 1e-06}",0.499727008389707,0.5002675227394329,0.5004012841091494,0.5001337613697164,0.4999300305747477,0.500091912977293,0.00023986834937649986,393,0.5001832329193943,0.5000146286793196,0.49998119057325385,0.5000480667853852,0.5001324142703005,0.5000719066455306,7.501096189492884e-05
1.9906488895416259,0.14952933776773253,0.00800151824951172,0.004290522984418759,relu,3,"(4, 4)",0.0001,"{'MLP__activation': 'relu', 'MLP__alpha': 3, 'MLP__hidden_layer_sizes': (4, 4), 'MLP__learning_rate_init': 0.0001}",0.5162441340801819,0.5183079262302268,0.519864696973819,0.5130806528159413,0.5186834754658198,0.5172360754739734,0.002383473746565672,383,0.5240710624047971,0.5170771486156192,0.5152833324024413,0.5151962531810883,0.5203424748455392,0.518394054289897,0.003395924820894289
0.9184060096740723,0.22383578328874162,0.00440058708190918,0.000490388282225366,relu,3,"(4, 4)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 3, 'MLP__hidden_layer_sizes': (4, 4), 'MLP__learning_rate_init': 0.001}",0.6278616899590965,0.6443179379286788,0.6353083161786266,0.6381331749356887,0.622394300782296,0.6336033117647597,0.0077047875370660455,248,0.6354921574326284,0.6330936297990828,0.6379338015570992,0.6382911727919288,0.6353123969227873,0.6360246317007053,0.0019059757307543323
0.40249009132385255,0.04759521326864679,0.00980219841003418,0.008425311845965462,relu,3,"(4, 4)",0.01,"{'MLP__activation': 'relu', 'MLP__alpha': 3, 'MLP__hidden_layer_sizes': (4, 4), 'MLP__learning_rate_init': 0.01}",0.6360688150401251,0.6572489593818864,0.6417122362180446,0.6579442162188306,0.6407731886239547,0.6467492870810023,0.009063597505877307,196,0.6411473390148688,0.6519325501042896,0.6465740837655815,0.6555975145480168,0.6500345700268876,0.6490572114919289,0.004913865521476376
