,0,1,2,3,4
959,0.8862331294882555,0.8489247311827957,0.8489247311827957,0.8489247311827957,0.8489247311827957
1007,0.8444976076555024,0.8081441319326783,0.8081441319326783,0.8081441319326783,0.8081441319326783
1055,0.8356907245108193,0.841133381589813,0.841133381589813,0.841133381589813,0.841133381589813
1103,0.8428806717103592,0.8193278682409119,0.8193278682409119,0.8193278682409119,0.8193278682409119
1151,0.8833806370230212,0.8245441218838443,0.8245441218838443,0.8245441218838443,0.8245441218838443
1199,0.8735017176185651,0.8242832132146278,0.8242832132146278,0.8242832132146278,0.8242832132146278
1247,0.8728496152242313,0.8595726390765075,0.8595726390765075,0.8595726390765075,0.8595726390765075
1295,0.8496016005810139,0.8451991015862617,0.8451991015862617,0.8451991015862617,0.8451991015862617
1343,0.8753913831026007,0.8427482002810224,0.8427482002810224,0.8427482002810224,0.8427482002810224
1391,0.8717341424387887,0.8456160469982295,0.8456160469982295,0.8456160469982295,0.8456160469982295
1439,0.8679200313246583,0.8378393359290505,0.8378393359290505,0.8378393359290505,0.8378393359290505
1487,0.8428102077428532,0.8336023756948145,0.8336023756948145,0.8336023756948145,0.8336023756948145
1535,0.8303416178299143,0.8062476770449152,0.8062476770449152,0.8062476770449152,0.8062476770449152
1583,0.8368793336125461,0.8267822424577141,0.8267822424577141,0.8267822424577141,0.8267822424577141
1631,0.8384784341549727,0.8122675159235667,0.8122675159235667,0.8122675159235667,0.8122675159235667
1679,0.838887299771167,0.8058339298496778,0.8058339298496778,0.8058339298496778,0.8058339298496778
1727,0.8397771203155818,0.8079697382728152,0.8079697382728152,0.8079697382728152,0.8079697382728152
1775,0.8287466444506156,0.7974918432456286,0.7974918432456286,0.7974918432456286,0.7974918432456286
1823,0.8381091422376166,0.7948045256852975,0.7948045256852975,0.7948045256852975,0.7948045256852975
1871,0.8219540502844681,0.7941904696489489,0.7941904696489489,0.7941904696489489,0.7941904696489489
1919,0.8171702318571243,0.7960727505583581,0.7960727505583581,0.7960727505583581,0.7960727505583581
2829,0.8052731953430842,0.7691950966121365,0.7691950966121365,0.7691950966121365,0.7691950966121365
3738,0.7841881349140878,0.7564839342321632,0.7564839342321632,0.7564839342321632,0.7564839342321632
4648,0.7767285736953057,0.7588062367754692,0.7588062367754692,0.7588062367754692,0.7588062367754692
5557,0.7560398407152564,0.7438779104900263,0.7491708619971702,0.7491708619971702,0.7491708619971702
6467,0.7573744372454039,0.7432359131652521,0.7531929566968111,0.7531929566968111,0.7531929566968111
7376,0.7470777182050911,0.7408493248045488,0.7586745951287667,0.7586745951287667,0.7586745951287667
8285,0.7483999174150924,0.7372029413923457,0.753022054391124,0.753022054391124,0.753022054391124
9195,0.7492617778141855,0.7384139591958185,0.75145427400347,0.75145427400347,0.75145427400347
10104,0.740672794619202,0.7368801781982305,0.7439406984169201,0.7425441834371841,0.7425441834371841
11014,0.7384126050079138,0.734466220642715,0.7419648050770977,0.7412715952640409,0.7412715952640409
11923,0.7409167874945803,0.7354098325320971,0.7438297142989785,0.7364783974039626,0.7364783974039626
12833,0.7410424927739098,0.7369969169006257,0.7433983871047406,0.7401892226031634,0.7401892226031634
13742,0.7432226827795824,0.7280206587329238,0.741419285454755,0.7386126202643637,0.7386126202643637
14651,0.7398900862039565,0.7304569060562397,0.7382385954283468,0.7368010845122696,0.7342235672784696
15561,0.7385853226312056,0.7316350704047768,0.7393235375089212,0.7354846177158846,0.7306426919443632
16470,0.7352515179168035,0.7309688786197044,0.7363778119171004,0.7340422214232168,0.7336615347974732
17380,0.7346875100579676,0.7323672240201801,0.7378291507400505,0.7337061886944364,0.7347658518139332
18289,0.7349639666889592,0.7299536469604407,0.7398823832429497,0.7323545895292582,0.7336394696791632
19199,0.7352990994933888,0.7306521359678181,0.7370788312097181,0.7351657081957454,0.7324871975209873
