,0,1,2,3,4
1,0.7541518478428946,0.7592817380547393,0.7625773156022885,0.7542813514767281,0.7586129580949434
2,0.8395411319004175,0.8444120148445956,0.8455543528684089,0.8420635534250812,0.8450807948043915
3,0.8471509200556671,0.8521725684243079,0.8520005412092159,0.8788348538735117,0.881316684706974
5,0.9083133601360754,0.9068057058914489,0.9115896087830524,0.9181633678676357,0.9155558991804547
10,0.9586632132364311,0.9629464976032164,0.9687065099737128,0.969008040822638,0.9680377300139168
20,0.9958404205968765,0.9961206896551724,0.9955601515385805,0.9991379310344829,0.9982758620689656
50,1.0,0.9995689655172414,1.0,0.9995689655172414,0.9995689655172414
100,1.0,0.9995689655172414,1.0,0.9995689655172414,0.9995689655172414
