,train,test
0.1,0.0011484796000331698,0.10790751260001344
0.2,0.001866515200072172,0.1071389576000911
0.3,0.003012388400020427,0.10689556419993096
0.4,0.004141458600133774,0.106351048399938
0.5,0.005291102800038061,0.10629614780000338
0.6,0.007596491599906585,0.10599563520008815
0.7,0.011000227800013817,0.10599840739987484
0.8,0.013562597000054665,0.10568242360004661
0.9,0.014188576199831004,0.10554988519998006
